,text_id,term_id,text,term,polarity,polarity_pred,token_weights
40,14,40,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.",pizza,positive,neutral,"when : 0.7736131650522035, my : -0.0024860046636431283, brother : 0.2791802292186831, and : -1.4714550858778395, we : -0.3054258736797305, had : 0.18830730092669362, too : 0.4799900536067581, much : 0.7824871849767865, pizza : -0.7538451848479287, in : 0.17410305733559264, new : -0.42248408311535507, york : 0.037855473008101624, we : -0.3054258736797305, would : 0.001138306716972844, like : 0.40025356483795693, to : 0.06489666268372277, order : 0.21831657432765952, something : -0.21846477005558296, else : 0.06334564515277956, from : -0.5657247889759164, the : 0.1599567509788442, menu : -0.8412156567032758"
41,14,41,"When my brother and I we had too much pizza in New York, we would like to order something else from the menu.",menu,neutral,neutral,"when : 0.7736131650522035, my : -0.0024860046636431283, brother : 0.2791802292186831, and : -1.4714550858778395, we : -0.3054258736797305, had : 0.18830730092669362, too : 0.4799900536067581, much : 0.7824871849767865, pizza : -0.7538451848479287, in : 0.17410305733559264, new : -0.42248408311535507, york : 0.037855473008101624, we : -0.3054258736797305, would : 0.001138306716972844, like : 0.40025356483795693, to : 0.06489666268372277, order : 0.21831657432765952, something : -0.21846477005558296, else : 0.06334564515277956, from : -0.5657247889759164, the : 0.1599567509788442, menu : -0.8412156567032758"
42,15,42,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",drinks,neutral,neutral,"about : 0.3460576148470281, 10 : -0.13353234997652894, of : -0.6721133239838706, us : -0.07882380616122509, came : 0.3629264328992799, here : -0.034916051763656614, for : -0.3734769200685542, drinks : 0.24304548432262396, last : -0.14258023547858872, friday : 0.3710437104039194, the : 0.1599567509788442, atmosphere : 0.44224763874608747, was : 0.6756384514067241, good : -0.9579341139312253, for : -0.3734769200685542, chatting : -0.12156750137284479, and : -1.4714550858778395, hanging : 0.2211369837054826, out : 0.3215012191840598, but : 2.041756649529249, not : 2.476956248275856, enough : -0.6908695078535654, lounge : -0.20398170233271343, or : -0.4131856295682637, bar : -0.797789668046145, space : -0.5407900591076409, they : 0.25283930947630323, should : 0.6773187037216388, open : -0.3876915447495848, up : 0.3657616299706305, the : 0.1599567509788442, back : 0.10135861959021845, area : -0.08126265515365393, more : 0.051931762943816365, chairs : -0.3634249151364513, or : -0.4131856295682637, booths : -0.045304190859525424, if : -0.3074812693504518, they : 0.25283930947630323, want : 0.3928114454338783, to : 0.06489666268372277, catch : 0.0424645916339958, any : 0.7722198245035135, after : 0.13354266707787985, dinner : 0.06580938608266196, sort : -0.10712635307617732, of : -0.6721133239838706, bar : -0.797789668046145, crowd : -0.7051383652370926"
43,15,43,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",atmosphere,positive,positive,"about : 0.3460576148470281, 10 : -0.13353234997652894, of : -0.6721133239838706, us : -0.07882380616122509, came : 0.3629264328992799, here : -0.034916051763656614, for : -0.3734769200685542, drinks : 0.24304548432262396, last : -0.14258023547858872, friday : 0.3710437104039194, the : 0.1599567509788442, atmosphere : 0.44224763874608747, was : 0.6756384514067241, good : -0.9579341139312253, for : -0.3734769200685542, chatting : -0.12156750137284479, and : -1.4714550858778395, hanging : 0.2211369837054826, out : 0.3215012191840598, but : 2.041756649529249, not : 2.476956248275856, enough : -0.6908695078535654, lounge : -0.20398170233271343, or : -0.4131856295682637, bar : -0.797789668046145, space : -0.5407900591076409, they : 0.25283930947630323, should : 0.6773187037216388, open : -0.3876915447495848, up : 0.3657616299706305, the : 0.1599567509788442, back : 0.10135861959021845, area : -0.08126265515365393, more : 0.051931762943816365, chairs : -0.3634249151364513, or : -0.4131856295682637, booths : -0.045304190859525424, if : -0.3074812693504518, they : 0.25283930947630323, want : 0.3928114454338783, to : 0.06489666268372277, catch : 0.0424645916339958, any : 0.7722198245035135, after : 0.13354266707787985, dinner : 0.06580938608266196, sort : -0.10712635307617732, of : -0.6721133239838706, bar : -0.797789668046145, crowd : -0.7051383652370926"
44,15,44,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",lounge,neutral,neutral,"about : 0.3460576148470281, 10 : -0.13353234997652894, of : -0.6721133239838706, us : -0.07882380616122509, came : 0.3629264328992799, here : -0.034916051763656614, for : -0.3734769200685542, drinks : 0.24304548432262396, last : -0.14258023547858872, friday : 0.3710437104039194, the : 0.1599567509788442, atmosphere : 0.44224763874608747, was : 0.6756384514067241, good : -0.9579341139312253, for : -0.3734769200685542, chatting : -0.12156750137284479, and : -1.4714550858778395, hanging : 0.2211369837054826, out : 0.3215012191840598, but : 2.041756649529249, not : 2.476956248275856, enough : -0.6908695078535654, lounge : -0.20398170233271343, or : -0.4131856295682637, bar : -0.797789668046145, space : -0.5407900591076409, they : 0.25283930947630323, should : 0.6773187037216388, open : -0.3876915447495848, up : 0.3657616299706305, the : 0.1599567509788442, back : 0.10135861959021845, area : -0.08126265515365393, more : 0.051931762943816365, chairs : -0.3634249151364513, or : -0.4131856295682637, booths : -0.045304190859525424, if : -0.3074812693504518, they : 0.25283930947630323, want : 0.3928114454338783, to : 0.06489666268372277, catch : 0.0424645916339958, any : 0.7722198245035135, after : 0.13354266707787985, dinner : 0.06580938608266196, sort : -0.10712635307617732, of : -0.6721133239838706, bar : -0.797789668046145, crowd : -0.7051383652370926"
45,15,45,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",dinner,neutral,neutral,"about : 0.3460576148470281, 10 : -0.13353234997652894, of : -0.6721133239838706, us : -0.07882380616122509, came : 0.3629264328992799, here : -0.034916051763656614, for : -0.3734769200685542, drinks : 0.24304548432262396, last : -0.14258023547858872, friday : 0.3710437104039194, the : 0.1599567509788442, atmosphere : 0.44224763874608747, was : 0.6756384514067241, good : -0.9579341139312253, for : -0.3734769200685542, chatting : -0.12156750137284479, and : -1.4714550858778395, hanging : 0.2211369837054826, out : 0.3215012191840598, but : 2.041756649529249, not : 2.476956248275856, enough : -0.6908695078535654, lounge : -0.20398170233271343, or : -0.4131856295682637, bar : -0.797789668046145, space : -0.5407900591076409, they : 0.25283930947630323, should : 0.6773187037216388, open : -0.3876915447495848, up : 0.3657616299706305, the : 0.1599567509788442, back : 0.10135861959021845, area : -0.08126265515365393, more : 0.051931762943816365, chairs : -0.3634249151364513, or : -0.4131856295682637, booths : -0.045304190859525424, if : -0.3074812693504518, they : 0.25283930947630323, want : 0.3928114454338783, to : 0.06489666268372277, catch : 0.0424645916339958, any : 0.7722198245035135, after : 0.13354266707787985, dinner : 0.06580938608266196, sort : -0.10712635307617732, of : -0.6721133239838706, bar : -0.797789668046145, crowd : -0.7051383652370926"
46,15,46,"About 10 of us came here for drinks last friday, the atmosphere was good for chatting and hanging out, but not enough lounge or bar space, they should open up the back area w/ more loungable chairs or booths if they want to catch any after dinner sort of bar crowd.",bar crowd,neutral,neutral,"about : 0.3460576148470281, 10 : -0.13353234997652894, of : -0.6721133239838706, us : -0.07882380616122509, came : 0.3629264328992799, here : -0.034916051763656614, for : -0.3734769200685542, drinks : 0.24304548432262396, last : -0.14258023547858872, friday : 0.3710437104039194, the : 0.1599567509788442, atmosphere : 0.44224763874608747, was : 0.6756384514067241, good : -0.9579341139312253, for : -0.3734769200685542, chatting : -0.12156750137284479, and : -1.4714550858778395, hanging : 0.2211369837054826, out : 0.3215012191840598, but : 2.041756649529249, not : 2.476956248275856, enough : -0.6908695078535654, lounge : -0.20398170233271343, or : -0.4131856295682637, bar : -0.797789668046145, space : -0.5407900591076409, they : 0.25283930947630323, should : 0.6773187037216388, open : -0.3876915447495848, up : 0.3657616299706305, the : 0.1599567509788442, back : 0.10135861959021845, area : -0.08126265515365393, more : 0.051931762943816365, chairs : -0.3634249151364513, or : -0.4131856295682637, booths : -0.045304190859525424, if : -0.3074812693504518, they : 0.25283930947630323, want : 0.3928114454338783, to : 0.06489666268372277, catch : 0.0424645916339958, any : 0.7722198245035135, after : 0.13354266707787985, dinner : 0.06580938608266196, sort : -0.10712635307617732, of : -0.6721133239838706, bar : -0.797789668046145, crowd : -0.7051383652370926"
47,16,47,"When we went to dinner here, the place was empty, which should have been a clue.",dinner,neutral,neutral,"when : 0.7736131650522035, we : -0.3054258736797305, went : -0.05699534443181463, to : 0.06489666268372277, dinner : 0.06580938608266196, here : -0.034916051763656614, the : 0.1599567509788442, place : 0.11506505080479565, was : 0.6756384514067241, empty : 1.475695875488159, which : -0.32382624440112534, should : 0.6773187037216388, have : -0.27437593717006287, been : 0.35360906037604023, clue : 0.07945092394336926"
48,16,48,"When we went to dinner here, the place was empty, which should have been a clue.",place,negative,negative,"when : 0.7736131650522035, we : -0.3054258736797305, went : -0.05699534443181463, to : 0.06489666268372277, dinner : 0.06580938608266196, here : -0.034916051763656614, the : 0.1599567509788442, place : 0.11506505080479565, was : 0.6756384514067241, empty : 1.475695875488159, which : -0.32382624440112534, should : 0.6773187037216388, have : -0.27437593717006287, been : 0.35360906037604023, clue : 0.07945092394336926"
49,17,49,The other two entrees that were ordered were very large portions.,entrees,neutral,neutral,"the : 0.1599567509788442, other : 0.27763512392968487, two : -0.104722483668734, entrees : -0.013149620893572222, that : 0.09505491397152648, were : 1.1689934909553437, ordered : 0.030509662853600114, were : 1.1689934909553437, very : -0.43624707566788434, large : -0.5142768833400122, portions : -1.0714232350509936"
50,17,50,The other two entrees that were ordered were very large portions.,portions,positive,negative,"the : 0.1599567509788442, other : 0.27763512392968487, two : -0.104722483668734, entrees : -0.013149620893572222, that : 0.09505491397152648, were : 1.1689934909553437, ordered : 0.030509662853600114, were : 1.1689934909553437, very : -0.43624707566788434, large : -0.5142768833400122, portions : -1.0714232350509936"
51,18,51,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,positive,neutral,"try : -1.020897126465618, the : 0.1599567509788442, olive : -0.4784475204652051, cream : -0.12930417399686137, cheese : -0.1754919695016529, or : -0.4131856295682637, the : 0.1599567509788442, lox : 0.11338608463370513, spread : -0.10484853447999218, on : -0.13037870958757733, whole : -0.3692581688059197, everything : -0.1168045414691913, bagel : -0.05528748242590025"
52,18,52,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,positive,neutral,"try : -1.020897126465618, the : 0.1599567509788442, olive : -0.4784475204652051, cream : -0.12930417399686137, cheese : -0.1754919695016529, or : -0.4131856295682637, the : 0.1599567509788442, lox : 0.11338608463370513, spread : -0.10484853447999218, on : -0.13037870958757733, whole : -0.3692581688059197, everything : -0.1168045414691913, bagel : -0.05528748242590025"
53,18,53,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,neutral,neutral,"try : -1.020897126465618, the : 0.1599567509788442, olive : -0.4784475204652051, cream : -0.12930417399686137, cheese : -0.1754919695016529, or : -0.4131856295682637, the : 0.1599567509788442, lox : 0.11338608463370513, spread : -0.10484853447999218, on : -0.13037870958757733, whole : -0.3692581688059197, everything : -0.1168045414691913, bagel : -0.05528748242590025"
54,19,54,"When I asked the waitress, she told me they couldn't afford the salmon, and had changed the dish (though not on the menu).",waitress,neutral,negative,"when : 0.7736131650522035, asked : 0.300045530808483, the : 0.1599567509788442, waitress : -0.5058871333312062, she : -0.21261767492568515, told : 0.3188392645115736, me : 0.3166855568174938, they : 0.25283930947630323, couldn : 0.8132023250945484, afford : -0.14122382021518634, the : 0.1599567509788442, salmon : 0.14486045591387042, and : -1.4714550858778395, had : 0.18830730092669362, changed : -0.028270784587427766, the : 0.1599567509788442, dish : 0.18573771936485062, though : 0.46461391215843534, not : 2.476956248275856, on : -0.13037870958757733, the : 0.1599567509788442, menu : -0.8412156567032758"
