text,aspect_terms
"Friendly staff happily accepted a reservation (for 10), and when only 6 showed up, they couldn't have been more understanding!","{'from': [9, 34], 'to': [14, 45], 'polarity': ['positive', 'neutral'], 'term': ['staff', 'reservation']}"
"We should have had the entire restaurant, but the manager let some random lady sit up at the bar because she was a regular.","{'from': [50, 93], 'to': [57, 96], 'polarity': ['negative', 'neutral'], 'term': ['manager', 'bar']}"
"mistake on the check, overly salty morels stuffed with foie gras) but overall, Daniel's dishes are revelations in taste.","{'from': [15, 88], 'to': [20, 94], 'polarity': ['neutral', 'positive'], 'term': ['check', 'dishes']}"
A special appetizer called Vegetable Carpaccio with Salmon was delicious.,"{'from': [27, 52], 'to': [46, 58], 'polarity': ['positive', 'neutral'], 'term': ['Vegetable Carpaccio', 'Salmon']}"
"The manager refused to talk to me sending the waiter to tell me to tell me that he was not available, when I had previously seen him doing absolutely nothing at the bar.","{'from': [4, 46, 165], 'to': [11, 52, 168], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['manager', 'waiter', 'bar']}"
The food is average and the service is insulting.,"{'from': [4, 28], 'to': [8, 35], 'polarity': ['neutral', 'negative'], 'term': ['food', 'service']}"
"The waiter accidently spilled water on our table, and the manager checked up on our meal periodically and offered us a free after diner drink.","{'from': [4, 30, 43, 58, 84, 130], 'to': [10, 35, 48, 65, 88, 141], 'polarity': ['negative', 'neutral', 'neutral', 'positive', 'neutral', 'neutral'], 'term': ['waiter', 'water', 'table', 'manager', 'meal', 'diner drink']}"
Last night the dining room was crammed and seemingly only had one waiter which is ludicrous.,"{'from': [15, 66], 'to': [26, 72], 'polarity': ['neutral', 'negative'], 'term': ['dining room', 'waiter']}"
"It is so difficult to choose a favorite on the menu, because the bolognese, the salmon, the chicken with mushroom, and the telephono are all too good to rank.","{'from': [47, 80, 92, 123], 'to': [51, 86, 113, 132], 'polarity': ['neutral', 'positive', 'positive', 'positive'], 'term': ['menu', 'salmon', 'chicken with mushroom', 'telephono']}"
"Amarin's food is always fresh, although the quality does vary--avoid ordering on Friday Saturday nights, prime dining hours, when they seem to throw things togehter a little too haphazardly.","{'from': [9, 44], 'to': [13, 51], 'polarity': ['positive', 'negative'], 'term': ['food', 'quality']}"
We tried to place the order and the waiter had no clue what we wanted even though we pointed it out on the menu.,"{'from': [36, 107], 'to': [42, 111], 'polarity': ['negative', 'neutral'], 'term': ['waiter', 'menu']}"
"One of the waitstaff spilled a huge drink on the floor that splattered everyone nearby, no offering of apology was made or to foot the drycleaning bill and no comp was offered either.","{'from': [11, 36, 135], 'to': [20, 41, 151], 'polarity': ['negative', 'positive', 'neutral'], 'term': ['waitstaff', 'drink', 'drycleaning bill']}"
"We arrived, were greeeted and sked by the hostess I think if we were there for the Brunch, that was starting up again on today(3/12) the cost $25 per person.","{'from': [42, 83], 'to': [49, 89], 'polarity': ['positive', 'neutral'], 'term': ['hostess', 'Brunch']}"
"And after we ordered our food, their wine guy suggested the wine that he thought would go best with our selections, and it was surprisingly not a high-priced bottle.","{'from': [25, 158], 'to': [29, 164], 'polarity': ['neutral', 'positive'], 'term': ['food', 'bottle']}"
"Ordered a beer from the bartender, she opened it and the told me that she didn't know the price !!","{'from': [10, 24], 'to': [14, 33], 'polarity': ['neutral', 'negative'], 'term': ['beer', 'bartender']}"
Nice decor poor food poor service.,"{'from': [5, 16, 26], 'to': [10, 20, 33], 'polarity': ['positive', 'negative', 'negative'], 'term': ['decor', 'food', 'service']}"
"Went to dinner for a law firm recruiting event, and the service was abysmal.","{'from': [8, 56], 'to': [14, 63], 'polarity': ['neutral', 'positive'], 'term': ['dinner', 'service']}"
She also has to beg for water refills squeeze her smallish rear-end between crowded tables.,"{'from': [24, 84], 'to': [29, 90], 'polarity': ['neutral', 'negative'], 'term': ['water', 'tables']}"
Appetizers were good - we had the scallops and a salad.,"{'from': [0, 34, 49], 'to': [10, 42, 54], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['Appetizers', 'scallops', 'salad']}"
"Also, neither our waiter or busboy ever came back to ask if we wanted more to drink or even refill our WATER glasses.","{'from': [18, 78, 103], 'to': [24, 83, 116], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'drink', 'WATER glasses']}"
The restaurant has a modern look with remarkable tables and bar.,"{'from': [49, 60], 'to': [55, 63], 'polarity': ['positive', 'neutral'], 'term': ['tables', 'bar']}"
the service was inattentive (didn't bring us wine til our main course was already served and didn't open the bottle in front of us!!!,"{'from': [4, 45], 'to': [11, 49], 'polarity': ['negative', 'neutral'], 'term': ['service', 'wine']}"
"Servers struggle to explain the menu to those who can't tell an idli from a chapathi, but the mostly Indian clientele is completely at home with the vegetarian South Indian fare.","{'from': [0, 32], 'to': [7, 36], 'polarity': ['negative', 'neutral'], 'term': ['Servers', 'menu']}"
They brought my mother a chicken enchiladas instead of cheese and then it took her 10 minutes to explain what the error was to the waiter and bus boy who then finally had to tell the manager who was also confused and my mother is fluent in Spanish.,"{'from': [55, 131, 183], 'to': [61, 137, 190], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['cheese', 'waiter', 'manager']}"
"we ordered filets, and ny steaks eventhough our waiter kept pushing up to get the porterhouse.","{'from': [26, 48], 'to': [32, 54], 'polarity': ['neutral', 'negative'], 'term': ['steaks', 'waiter']}"
"The House salad is big enough to split, The Fried Calamari is some of the best I ever ate, the bowties broccoli, broccoli rabe, square slices, broiled filet of sole, clam sauce.","{'from': [4, 44, 135, 160, 166], 'to': [15, 58, 141, 164, 176], 'polarity': ['positive', 'positive', 'neutral', 'neutral', 'neutral'], 'term': ['House salad', 'Fried Calamari', 'slices', 'sole', 'clam sauce']}"
"The wine kept coming and we were having such a great time, we didn't realize our entree still had not come an hour later.","{'from': [4, 81], 'to': [8, 87], 'polarity': ['positive', 'negative'], 'term': ['wine', 'entree']}"
"Prompt local delivery, minimal seating and counter space.","{'from': [13, 31, 43], 'to': [21, 38, 56], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['delivery', 'seating', 'counter space']}"
"Cheese on the bottom, sauce on top - not too thick or doughy.","{'from': [0, 14, 22, 31], 'to': [6, 20, 27, 34], 'polarity': ['negative', 'neutral', 'neutral', 'neutral'], 'term': ['Cheese', 'bottom', 'sauce', 'top']}"
Called to make a reservation and b/c the man who answered was so nice decided to chance it.,"{'from': [17, 41], 'to': [28, 44], 'polarity': ['neutral', 'positive'], 'term': ['reservation', 'man']}"
The waiter seemed truly disinterested (he forgot to bring the bread basket and the wine was served after he delivered the entrees.,"{'from': [4, 62, 83, 92], 'to': [10, 67, 87, 98], 'polarity': ['negative', 'neutral', 'neutral', 'neutral'], 'term': ['waiter', 'bread', 'wine', 'served']}"
"After arriving we were told to wait at the bar, where there wasn't an inch of space so we remained in the tiny area near the coat check.","{'from': [43, 78], 'to': [46, 83], 'polarity': ['neutral', 'negative'], 'term': ['bar', 'space']}"
"The waitress even gave us a complimentary dessert- warm chocolate lava cake with a scoop of cinnamon ice cream, what a perfect end to a perfect dinner!","{'from': [4, 101], 'to': [12, 110], 'polarity': ['positive', 'neutral'], 'term': ['waitress', 'ice cream']}"
"Once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink, on top of this I had to find my own cutlery.","{'from': [9, 29, 134], 'to': [17, 34, 139], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waitress', 'table', 'drink']}"
"The food was equally outstanding: I had the fois gras and rack of lamb, along with the Brooklyn Bridge for dessert.","{'from': [4, 44, 58], 'to': [8, 53, 70], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['food', 'fois gras', 'rack of lamb']}"
We started with some drinks on the front porch and then continued at our table with a bottle of delicious red wine.,"{'from': [73, 110], 'to': [78, 114], 'polarity': ['neutral', 'positive'], 'term': ['table', 'wine']}"
It also has great ice cream and spumoni ices.,"{'from': [22, 40], 'to': [27, 44], 'polarity': ['positive', 'neutral'], 'term': ['cream', 'ices']}"
"The waiter's knowledge of the menu and ability to make recommendations were ridiculously bad, requests weren't observed effectively, and our water and wine glasses were not kept full.","{'from': [4, 30, 141], 'to': [10, 34, 163], 'polarity': ['negative', 'neutral', 'negative'], 'term': ['waiter', 'menu', 'water and wine glasses']}"
"They have Boylan's root beer, coffee that's freshly ground that day, and a relaxed casual atmosphere with friendly waitresses.","{'from': [19, 30, 52, 90, 115], 'to': [28, 36, 58, 100, 125], 'polarity': ['neutral', 'neutral', 'positive', 'positive', 'positive'], 'term': ['root beer', 'coffee', 'ground', 'atmosphere', 'waitresses']}"
"We had the Margarita pizza, calamari appetizer, salmon entree and the tira misu for dessert.","{'from': [11, 28, 48, 84], 'to': [26, 46, 61, 91], 'polarity': ['neutral', 'neutral', 'neutral', 'positive'], 'term': ['Margarita pizza', 'calamari appetizer', 'salmon entree', 'dessert']}"
"On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.","{'from': [19, 83, 96], 'to': [30, 88, 99], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['reservation', 'seats', 'bar']}"
"Love the pizza here (although the slices aren't as fresh at 3am, but who's that picky when you're drunk), and there's plenty of other good stuff.","{'from': [34, 139], 'to': [40, 144], 'polarity': ['negative', 'positive'], 'term': ['slices', 'stuff']}"
These guys do not skimp on drinks or quality of food.,"{'from': [27, 37, 48], 'to': [33, 44, 52], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['drinks', 'quality', 'food']}"
The party space worked out well for our rehearsal dinner.,"{'from': [4, 50], 'to': [15, 56], 'polarity': ['positive', 'neutral'], 'term': ['party space', 'dinner']}"
"The menu is informatively presented with facts about the ingredients, and is divided into Starting and Sharing plates, which allows one to sample a few items during the meal.","{'from': [4, 57], 'to': [8, 68], 'polarity': ['positive', 'neutral'], 'term': ['menu', 'ingredients']}"
"Service was slow (20 minutes wait time before they came back with our drinks, not including 10 minute wait for them to take our drink order).","{'from': [0, 70], 'to': [7, 76], 'polarity': ['negative', 'neutral'], 'term': ['Service', 'drinks']}"
I am allergic to certain types of foods and he was very knowledgeable about the menu and brought our drinks and food very fast.,"{'from': [34, 80, 101], 'to': [39, 84, 107], 'polarity': ['positive', 'neutral', 'positive'], 'term': ['foods', 'menu', 'drinks']}"
"Atmosphere in the formal room was nice, but the informal dining room was extremely loud which ultimately made the formal room louder than my perference.","{'from': [0, 48], 'to': [10, 68], 'polarity': ['positive', 'negative'], 'term': ['Atmosphere', 'informal dining room']}"
"The goat cheese and sun dried tomato ravioli is great, the bread may be a little weak, but the calamari is nice.","{'from': [4, 20, 59, 95], 'to': [15, 44, 64, 103], 'polarity': ['positive', 'positive', 'negative', 'positive'], 'term': ['goat cheese', 'sun dried tomato ravioli', 'bread', 'calamari']}"
The manager was very thoughtful to have the chef make me a dish not on the menu to my liking.,"{'from': [4, 44], 'to': [11, 48], 'polarity': ['positive', 'neutral'], 'term': ['manager', 'chef']}"
mapQuest before you go and you'll arrive early enough start off at the bar with a fabulous old school cocktail.,"{'from': [71, 95], 'to': [74, 110], 'polarity': ['neutral', 'positive'], 'term': ['bar', 'school cocktail']}"
"The wait could be long because of the limited number of seats but it is worth it, especially if you leave your cell phone # with them and go off for a drink at any one fo the excellent bars nearby, like lokie, great lake, etc.","{'from': [4, 151], 'to': [8, 156], 'polarity': ['negative', 'neutral'], 'term': ['wait', 'drink']}"
